OBJECTID,All_Bridges_2008April_BDEPT,All_Bridges_2008April_BIN,All_Bridges_2008April_Health_Index,All_Bridges_2008April_Item_6A,All_Bridges_2008April_Item_7,All_Bridges_2008April_Item___8_Bridge_Cat,All_Bridges_2008April_Item___8_Owner,All_Bridges_2008April_Item__16A,All_Bridges_2008April_Item__16B,All_Bridges_2008April_Item__16C,All_Bridges_2008April_Item__17A,All_Bridges_2008April_Item__17B,All_Bridges_2008April_Item__17C,All_Bridges_2008April_Item__26,All_Bridges_2008April_Item__28A,All_Bridges_2008April_Item__29,All_Bridges_2008April_Item__49,All_Bridges_2008April_Item__52,All_Bridges_2008April_Item__58,All_Bridges_2008April_Item_104,All_Bridges_2008April_Posting_2_Axle,All_Bridges_2008April_Posting_3_Axle,All_Bridges_2008April_Posting_5_Axle,All_Bridges_2008April_Struct_Def,All_Bridges_2008April_Town_Name,All_Bridges_2008April_RPA
885,L18022,8D5,-1,WATER REVERE BROOK,HWY   BOSTON ST,CUL,MUN,0,0,0,0,0,0,11,0,0,0,0,?,TRUE,0,0,0,FALSE,Lynn,MAPC
886,S05032,8D6,-1,WATER BENNETTS POND BRK,US  1 @ STA 145,CUL,MHD,0,0,0,0,0,0,14,0,0,4.3,0,,TRUE,0,0,0,FALSE,Saugus,MAPC
887,S05006,8D7,-1,WATER TIDAL CREEK,HWY   BALLARD ST,CUL,MUN,0,0,0,0,0,0,14,0,0,7.3,0,?,TRUE,0,0,0,FALSE,Saugus,MAPC
888,S05012,8D8,-1,WATER SAUGUS RIVER TRIB,HWY   BRISTOL ST,CUL,MUN,0,0,0,0,0,0,19,0,0,2.1,0,?,TRUE,0,0,0,FALSE,Saugus,MAPC
889,S05013,8D9,-1,WATER SILVER BROOK,HWY   HIGHLAND AVE,CUL,MUN,0,0,0,0,0,0,11,0,0,3.7,0,?,TRUE,0,0,0,FALSE,Saugus,MAPC
890,S05019,8DA,-1,WATER SHUTE BROOK,HWY   HIGHLAND AVE,CUL,MUN,0,0,0,0,0,0,19,0,0,0,0,?,TRUE,0,0,0,FALSE,Saugus,MAPC
891,S05020,8DB,-1,WATER SHUTE BROOK,HWY   VINE ST,CUL,MUN,0,0,0,0,0,0,17,0,0,3.7,0,?,TRUE,0,0,0,FALSE,Saugus,MAPC
892,S05021,8DC,-1,WATER FISKE BROOK,HWY   PUTNAM ST,CUL,MUN,0,0,0,0,0,0,11,0,0,0,0,?,TRUE,0,0,0,FALSE,Saugus,MAPC
893,B21050,8K9,1,WATER TOWN BROOK,I  93 SE ON RAMP,BRI,MHD,42,13,0,71,1,48,12,1,12800,4.6,20.9,N,TRUE,0,0,0,FALSE,Braintree,MAPC
894,B21052,8KA,1,WATER TOWN BROOK,I  93 @ ST 37,BRI,MHD,42,13,0,71,1,54,12,10,190000,4.6,64.5,N,TRUE,0,0,0,FALSE,Braintree,MAPC
895,B21053,8KB,1,WATER TOWN BROOK,I  93 NW ON RAMP,BRI,MHD,42,11,18,71,1,54,16,3,46400,4.6,29.9,N,TRUE,0,0,0,FALSE,Braintree,MAPC
896,B21055,8KC,0.777777778,WATER GREAT CEDAR SWAMP,I  93 /US1,BRI,MHD,42,13,0,71,2,36,11,8,14000,4.3,45.7,N,TRUE,0,0,0,FALSE,Braintree,MAPC
897,C02032,8KK,1,WATER PECUNIT BROOK,I  95,BRI,MHD,42,11,42,71,9,6,11,8,105700,2.4,27.4,N,TRUE,0,0,0,FALSE,Canton,MAPC
898,C02038,8KL,0.888888889,WATER PONKAPOAG BROOK,I  95,BRI,MHD,42,12,18,71,8,30,11,10,70000,2.4,30.5,N,TRUE,0,0,0,FALSE,Canton,MAPC
899,R01010,8KY,1,WATER BLUE HILL RIVER,I  93 NB/US1NB,BRI,MHD,0,0,0,0,0,0,11,4,175000,4,0,N,TRUE,0,0,0,FALSE,Randolph,MAPC
900,W31017,8L1,-1,WATER BROOK,US  1 PROVDNCE HWY,BRI,MHD,0,0,0,0,0,0,14,4,0,3,0,N,TRUE,0,0,0,FALSE,Westwood,MAPC
901,W32031,8L4,1,WATER SWAMP RIVER,US  3 SB,BRI,MHD,0,0,0,0,0,0,12,3,93200,5.5,17.6,N,TRUE,0,0,0,FALSE,Weymouth,MAPC
902,W32032,8L5,1,WATER SWAMP RIVER,US  3 NB,BRI,MHD,0,0,0,0,0,0,12,2,79900,5.6,23.8,N,TRUE,0,0,0,FALSE,Weymouth,MAPC
903,M25022,8PQ,-1,WATER MDC SEWER,I  93 /US1/ST3,BRI,MHD,0,0,0,0,0,0,11,6,0,1.8,0,N,TRUE,0,0,0,FALSE,Milton,MAPC
904,M25030,8PU,1,WATER BLUE HILL RIVER,I  93 /US1,BRI,MHD,0,0,0,0,0,0,11,4,175000,4,0,N,TRUE,0,0,0,FALSE,Milton,MAPC
905,M12040,8PW,-1,WATER TWO PENNY BRK,I  93,BRI,MHD,0,0,0,0,0,0,11,8,0,4.3,0,,TRUE,0,0,0,FALSE,Medford,MAPC
906,M12042,8PY,-1,WATER WINTER BROOK,I  93,BRI,MHD,0,0,0,0,0,0,11,8,0,4.9,0,,TRUE,0,0,0,FALSE,Medford,MAPC
907,B16254,8QM,-1,WATER DAVENPORT CREEK,I  93 /US1/ST3,BRI,MHD,0,0,0,0,0,0,11,0,0,3.7,0,N,TRUE,0,0,0,FALSE,Boston,MAPC
908,B16702,8W4,0.777777778,OTHER RELIEF,I  93 NB,DES,MHS,42,20,50.63999939,71,3,30.14,11,3,86280,32.5,18.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
909,B16702,8W5,0.777777778,OTHER RELIEF,I  93 NB,DES,MHS,42,20,49.15999985,71,3,31.42,11,3,86280,48.8,19.3,7,TRUE,0,0,0,FALSE,Boston,MAPC
910,B16610,8YD,0.814814815,OTHER RELIEF,US  1 RAMP CT,DES,MHS,42,22,17.44000053,71,4,11.26,11,2,174630,158.8,11.6,8,TRUE,0,0,0,FALSE,Boston,MAPC
911,B16550,90N,-1,WATER BOSTON HARBOR,I  90 EB TED WLLMS,TNL,MTA,42,20,55.00999832,71,1,58.35,11,2,98300,1171.4,0,?,TRUE,0,0,0,FALSE,Boston,MAPC
912,B16663,913,0.814814815,HWY   RAMP FL,HWY   RAMP L,DES,MHS,0,0,0,0,0,0,11,1,231860,98.5,7.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
913,B16662,915,0.777777778,OTHER RELIEF,HWY   RAMP K/L,DES,MHS,0,0,0,0,0,0,11,2,231860,123.3,11.3,7,TRUE,0,0,0,FALSE,Boston,MAPC
914,B16662,916,0.777777778,OTHER RELIEF,HWY   RAMP K,DES,MHS,0,0,0,0,0,0,11,2,231860,226.9,9.8,7,TRUE,0,0,0,FALSE,Boston,MAPC
915,B16660,918,0.814814815,OTHER RELIEF,HWY   MASS AVE,DES,MHS,0,0,0,0,0,0,19,4,0,14.3,0,7,TRUE,0,0,0,FALSE,Boston,MAPC
916,B16660,919,0.777777778,I  93,HWY   MASS AVE,DES,MHS,0,0,0,0,0,0,11,4,231860,88.9,24,7,TRUE,0,0,0,FALSE,Boston,MAPC
917,S09004,40R,0.6795,OTHER REPLACED BY ACY,OTHER REMOVED,REM,MHD,42,7,29.71199989,71,11,4.0812,14,2,22000,46.6,13.8,5,TRUE,0,0,0,FALSE,Sharon,MAPC
918,M07002,47H,1,OTHER REPLACED BY AMB,OTHER REMOVED,REM,MHD,42,9,39.54959869,70,44,34.6308,6,4,15700,83.8,14.7,0,TRUE,0,0,0,FALSE,Marshfield,MAPC
919,F06024,95K,0.777777778,WATER COCASSET RIVER,I 495 NB,BRI,MHD,0,0,0,0,0,0,11,3,32698,2.8,0,N,TRUE,0,0,0,FALSE,Foxborough,MAPC
920,N25024,96B,0.777777778,WATER PLANTINGFIELD BRK,US  1 PROVDNCE HWY,BRI,MHD,42,12,17,71,11,11,14,4,49000,3.3,0,N,TRUE,0,0,0,FALSE,Norwood,MAPC
921,W03034,983,0.777777778,WATER TRAPHOLE BROOK,I  95 NB,BRI,MHD,0,0,0,0,0,0,11,3,50000,3.2,0,N,TRUE,0,0,0,FALSE,Walpole,MAPC
922,D14013,AAL,0.777777778,WATER SOUTH RIVER,ST  3 SB/PLGRM HWY,BRI,MHD,42,5,8.53E-12,70,44,18,12,2,24000,4.9,0,N,TRUE,0,0,0,FALSE,Duxbury,MAPC
923,N24006,AAX,0.777777778,WATER FRONTAGE BROOK,ST  3 NB,BRI,MHD,42,7,24,70,50,0,12,2,33500,4.9,0,N,TRUE,0,0,0,FALSE,Norwell,MAPC
924,B16691,9AP,0.851851852,OTHER RELIEF,I  93 RAMP X ACCS,DES,MHS,42,20,56.25,71,3,33.7,11,4,0,39.3,23.1,7,TRUE,0,0,0,FALSE,Boston,MAPC
925,B16689,9AT,0.851851852,COMB  I90 & AMTRAK,HWY   ALBANY ST,DES,MHS,42,20,45.65000153,71,3,40.4,14,3,0,96.018,15.951,7,TRUE,0,0,0,FALSE,Boston,MAPC
926,B16602,9.00E+02,0.814814815,OTHER RELIEF,I  93 RAMP CL,DES,MHS,42,22,46.20000076,71,4,33.7,11,2,0,182.3,12.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
927,B16602,9.00E+07,0.888888889,OTHER RELIEF,I  93 RAMP CL,DES,MHS,42,22,42.59999847,71,41,34,11,2,0,31,12.2,8,TRUE,0,0,0,FALSE,Boston,MAPC
928,D14013,9HJ,0.777777778,WATER SOUTH RIVER,ST  3 NB/PLGRM HWY,BRI,MHD,42,5,8.53E-12,70,44,18,12,2,24000,4.9,0,N,TRUE,0,0,0,FALSE,Duxbury,MAPC
929,D14004,9HM,-1,WATER ISLAND CREEK,HWY   BAY RD,BRI,MUN,0,0,0,0,0,0,17,2,5500,5.8,10.3,6,TRUE,0,0,0,FALSE,Duxbury,MAPC
930,N24008,9KA,0.777777778,WATER WILDCAT BROOK,ST  3 SB,BRI,MHD,42,8,24,70,48,30,12,2,50000,3.3,0,N,TRUE,0,0,0,FALSE,Norwell,MAPC
931,N24009,9KB,0.777777778,WATER WILDCAT BROOK,ST  3 NB,BRI,MHD,42,7,24,70,48,24,12,2,50000,3.3,0,N,TRUE,0,0,0,FALSE,Norwell,MAPC
932,B16603,9PG,0.814814815,HWY   ACCESS RD,I  93 RAMP SA-CN,DES,MHS,0,0,0,0,0,0,11,2,0,74.7,0,7,TRUE,0,0,0,FALSE,Boston,MAPC
933,B16667,9QP,-1,RR    AMTRAK/MBTA,I  93 RAMP XE,DES,MHS,42,20,44.56999969,71,3,36.93,11,2,1603,4.33,8.8,7,TRUE,0,0,0,FALSE,Boston,MAPC
934,B16605,9U0,0.814814815,RR    BMRR BSG SPUR,I  93 RAMPS SN NS,DES,MHS,42,22,31.68000031,71,4,24.62,11,2,174630,260,15.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
935,B16605,9UA,0.777777778,RR    BMRR BSG SPUR,I  93 RAMPS SN NS,DES,MHS,42,22,25.77000046,71,4,16.59,11,2,174630,260,15.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
936,W43027,4FV,0.833333333,I  95 /ST128,OTHER WATR MN@WASH,UTL,WRA,42,30,24,71,6,60,9,0,178901,65.5,3.1,N,TRUE,0,0,0,FALSE,Woburn,MAPC
937,B16371,4TJ,-1,OTHER  I 93,OTHER REMOVED,REM,MTA,42,20,58.49520111,71,3,37.2384,11,1,111,38.4,10.1,5,TRUE,0,0,0,FALSE,Boston,MAPC
938,B16374,4TL,-1,OTHER I 90 WB RAMP ON,OTHER REMOVED,REM,MTA,42,2,12,72,25,18,11,2,17276,64,8.4,4,TRUE,0,0,0,FALSE,Boston,MAPC
939,B16372,4TM,-1,OTHER I 90 EB RAMPS ABP,OTHER REMOVED,REM,MTA,42,2,12,72,25,18,11,2,15680,50.9,9.8,5,TRUE,0,0,0,FALSE,Boston,MAPC
940,B16372,4TN,-1,OTHER I 90 EB RAMPS ABP,OTHER REMOVED,REM,MTA,42,20,53.21760178,71,3,35.1288,11,2,111,52.7,12.5,6,TRUE,0,0,0,FALSE,Boston,MAPC
941,F07054,9YQ,-1,I  90,RR    PED WALKWAY,RRO,MTA,42,18,18,71,26,54,9,0,10,64.9,5.5,6,TRUE,0,0,0,FALSE,Framingham,MAPC
942,W11010,9YR,0.777777778,WATER LAKE COCHITUATE,I  90,BRI,MTA,0,0,0,0,0,0,11,6,0,4.6,0,N,TRUE,0,0,0,FALSE,Wayland,MAPC
943,W29059,9YV,0.777777778,WATER SEAVERNS BROOK,I  90 RP D&G INT14,BRI,MTA,0,0,0,0,0,0,11,1,0,3.2,0,N,TRUE,0,0,0,FALSE,Weston,MAPC
944,W29061,9YX,-1,OTHER MDC AQUEDUCT,I  90 RAMP A,DES,MTA,0,0,0,0,0,0,11,0,0,8.84,9.1,N,TRUE,0,0,0,FALSE,Weston,MAPC
945,B16550,A7N,-1,WATER BOSTON HARBOR,I  90 WB TED WLLMS,TNL,MTA,42,20,57.40000153,71,1,55.84,11,2,98300,1165.4,0,0,TRUE,0,0,0,FALSE,Boston,MAPC
946,F06024,AXE,0.777777778,WATER COCASSET RIVER,I 495 SB,BRI,MHD,0,0,0,0,0,0,11,3,32698,2.8,0,N,TRUE,0,0,0,FALSE,Foxborough,MAPC
947,B16383,A4E,-1,COMB  I 90 & MBTA/CSX,OTHER PRU CENTER,BLD,PRI,0,0,0,0,0,0,,0,0,0,0,N,TRUE,0,0,0,FALSE,Boston,MAPC
948,W03034,AV8,0.777777778,WATER TRAPHOLE BROOK,I  95 SB,BRI,MHD,0,0,0,0,0,0,11,3,50000,3.2,0,N,TRUE,0,0,0,FALSE,Walpole,MAPC
949,Q01001,B1A,0.9973,WATER FORE RIVER,ST  3 A/ TEMP XING,TMP,MHD,42,14,39.5,70,58,4.28,14,4,33320,553.5,8.3,4,TRUE,0,0,0,FALSE,Quincy,MAPC
