OBJECTID,BDEPT,BIN,AllBridges_2015April_FHWA_Record,AllBridges_2015April_Health_Index,Item___6A,Item___7,Item___8_Bridge_Cat,Item___8_Owner,AllBridges_2015April_Item__16A,AllBridges_2015April_Item__16B,AllBridges_2015April_Item__16C,AllBridges_2015April_Item__17A,AllBridges_2015April_Item__17B,AllBridges_2015April_Item__17C,AllBridges_2015April_Item__26,AllBridges_2015April_Item__28A,AllBridges_2015April_Item__29,AllBridges_2015April_Item__30,AllBridges_2015April_Item__32,AllBridges_2015April_Item__34,AllBridges_2015April_Item__49,AllBridges_2015April_Item__52,AllBridges_2015April_Item__58,AllBridges_2015April_Item_104,AllBridges_2015April_Posting_2_Axle,AllBridges_2015April_Posting_3_Axle,AllBridges_2015April_Posting_5_Axle,AllBridges_2015April_Struct_Def,AllBridges_2015April_Town_Name,AllBridges_2015April_RPA
1408,B16055,4T0,True,0.4776,COMB  I 90 & MBTA/CSX,"US 20 COMM AV,MBTA",NBI,DOT,42,21,2.1672,71,6,40.5608,14,5,35200,2012,18.3,62,115.8,22.1,4,True,0,0,0,True,Boston,MAPC
1409,B16216,4T1,True,0.6439,COMB  I 90 & MBTA/CSX,HWY   ST MARYS ST,NBI,DOT,42,20,56.2308,71,6,24.4,17,2,1300,2014,8.5,85,53.3,12.9,4,False,0,0,0,True,Boston,MAPC
1410,B16054,4T2,True,0.6914,COMB  I 90 & MBTA/CSX,HWY   BEACON ST,NBI,DOT,42,20,52.368,71,6,2.0304,14,6,10900,2012,25,25,108.2,31.2,4,True,0,0,0,True,Boston,MAPC
1411,B16053,4T3,True,0.7117,COMB  I 90 & MBTA/CSX,HWY   BROOKLINE AV,NBI,DOT,42,20,52.3284,71,5,52.4544,14,2,16600,2014,12.2,31,60.7,19,7,True,0,0,0,False,Boston,MAPC
1412,B16360,4T4,True,0.8685,WATER MUDDY RIVER,I  90,NBI,DOT,42,20,52.2527,71,5,30.7967,11,4,101659,2013,14.6,0,19.8,17.1,6,True,0,0,0,False,Boston,MAPC
1413,B16051,4T5,True,0.5518,COMB  I 90 & MBTA/CSX,HWY   MASS AVE,NBI,DOT,42,20,51.6588,71,5,16.4796,14,4,38200,2012,21.9,20,49.4,29,4,True,0,0,0,True,Boston,MAPC
1414,B16050,4T6,True,0.7765,COMB  I 90 & MBTA/CSX,HWY   BOYLSTON ST,NBI,DOT,42,20,51,71,5,12,14,4,30700,2012,18.3,70,137.2,25.1,7,True,0,0,0,False,Boston,MAPC
1415,B16049,4T8,True,0.8934,COMB  I 90 & MBTA/CSX,ST  9 HUNTINGTN AV,NBI,DOT,42,20,52.1592,71,4,43.4748,14,4,18000,2013,30.8,51,93.6,37.6,5,True,0,0,0,False,Boston,MAPC
1416,B16049,4TA,True,0.8635,RR    MBTA/CSX,I  90 EB RAMPS OFF,NBI,DOT,42,20,51.1691,71,4,39.3024,11,2,10128,2007,10.7,0,62.2,12.8,5,False,0,0,0,False,Boston,MAPC
1417,B16048,4TB,True,0.8082,COMB  I 90 & MBTA/CSX,HWY   DARTMOUTH ST,NBI,DOT,42,20,52.2852,71,4,34.5,16,4,9182,2012,25,0,110.3,25.1,6,True,0,0,0,False,Boston,MAPC
1418,B16047,4TC,True,0.6869,COMB  I 90 &CSX &ORNG LN,ST 28 SB/CLARENDON,NBI,DOT,42,20,52.2959,71,4,25.6872,16,4,8900,1997,12.2,70,44.8,19,5,False,0,0,0,False,Boston,MAPC
1419,B16045,4TD,True,0.6679,I  90,HWY   BERKELEY ST,NBI,DOT,42,20,52.3535,71,4,17.076,19,5,16000,2013,17.1,20,35.6,25.1,5,True,0,0,0,False,Boston,MAPC
1420,B16044,4TE,True,0.7093,COMB  I 90 & AMTRAK,HWY   ARLINGTON ST,NBI,DOT,42,20,51.8675,71,4,8.094,14,4,4900,2014,14,52,52.4,19,5,True,0,0,0,False,Boston,MAPC
1421,B16043,4TF,True,0.8558,COMB  I 90 & AMTRAK,HWY   TREMONT ST,NBI,DOT,42,20,51.7091,71,4,6.3191,14,5,11800,2013,18.3,54,52.1,25.1,4,True,0,0,0,True,Boston,MAPC
1422,B16079,4TG,True,0.8884,COMB  I 90 & AMTRAK/MBTA,HWY   WASHINGTN ST,NBI,DOT,42,20,49.326,71,3,52,14,4,8300,2013,14.6,0,59.7,20.2,7,True,0,0,0,False,Boston,MAPC
1423,B16062,4TQ,True,0.7667,HWY   BROOKS ST,I  90 EB,NBI,DOT,42,21,27.0684,71,9,43.33,11,4,125000,2012,15.2,15,16.5,17.5,5,True,0,0,0,False,Boston,MAPC
1424,B16062,4TR,True,0.7438,HWY   BROOKS ST,I  90 WB,NBI,DOT,42,21,27.774,71,9,43.2108,11,4,125000,2012,15.2,15,16.5,17.5,5,True,0,0,0,False,Boston,MAPC
1425,B16059,4TT,True,0.7118,COMB  I 90 & MBTA/CSX,HWY   MARKET ST,NBI,DOT,42,21,29.4408,71,8,52.5,16,4,40000,2010,16.5,30,57,22,7,False,0,0,0,False,Boston,MAPC
1426,W29050,9YT,True,0.9725,OTHER MDC PIPE@NRMBGA RD,I  90 RMP D INT 14,NBI,DOT,42,20,41.9568,71,15,47.9087,11,2,38000,2014,8.53,0,10.85,11.58,N,True,0,0,0,False,Weston,MAPC
1427,W29051,9YY,True,0.7032,OTHER MWRA AQUEDUCT,I  90 RAMPS A & B,NBI,DOT,42,20,26.646,71,15,41.6231,11,8,47050,2015,20.1,3,22,26.2,N,True,0,0,0,False,Weston,MAPC
1428,N12032,4TU,True,1,TR    GREEN LINE D,HWY   HAMMOND ST,NBI,MBT,42,19,36.102,71,9,55.7963,17,2,3000,1997,7,0,18,12.2,5,False,0,0,0,False,Newton,MAPC
1429,N12033,4TV,True,0.851851852,TR    GREEN LINE D,HWY   LANGLEY RD,NBI,MBT,42,19,47.802,71,11,28.0391,17,2,3000,1997,11.9,41,15.5,18.3,7,False,0,0,0,False,Newton,MAPC
1430,N12034,4TW,True,1,TR    GREEN LINE D,HWY   HERRICK RD,NBI,MBT,42,19,44.4323,71,11,36.3803,19,2,4700,2013,8.33,26,11.88,12.8,7,False,0,0,0,False,Newton,MAPC
1431,N12035,4TX,True,1,TR    GREEN LINE D,HWY   CYPRESS ST,NBI,MBT,42,19,42.3336,71,11,40.4771,16,2,7700,1997,10.1,10,13.1,15.2,7,False,0,0,0,False,Newton,MAPC
1432,N12036,4TY,True,1,TR    GREEN LINE D,HWY   CENTRE ST,NBI,MBT,42,19,36.6096,71,11,51.3563,16,2,13600,1997,12.2,70,13.4,16.8,6,False,0,0,0,False,Newton,MAPC
1433,N12037,4U0,True,0.740740741,TR    GREEN LINE D,HWY   ROGERS ST,NBI,MBT,42,19,28.5708,71,12,7.6679,19,2,700,1997,7.3,0,12.8,12.2,7,False,0,0,0,False,Newton,MAPC
1434,N12039,4U2,True,0.9168,TR    GREEN LINE D,HWY   WALNUT ST,NBI,MBT,42,19,18.1343,71,12,22.2767,16,2,13600,1997,15.2,19,13.4,20.7,6,False,0,0,0,False,Newton,MAPC
1435,N12041,4U3,True,0.9731,TR    GREEN LINE D,HWY   BEACON ST,NBI,MBT,42,19,34.4531,71,13,52.4279,16,2,7700,1997,15.2,12,11.3,15.5,7,False,0,0,0,False,Newton,MAPC
1436,N12042,4U4,True,0.7157,TR    GREEN LINE D,ST 16 WASHNGTON ST,NBI,MBT,42,20,1.266,71,14,41.82,14,4,13600,1997,12.8,10,11.6,17.3,7,False,0,0,0,False,Newton,MAPC
1437,B21026,4U5,True,1,COMB  MBTA & RED SSH,HWY   ELM ST,NBI,MBT,42,13,19.3512,71,0,6.3287,16,2,10200,2013,12.2,19,22.4,16.6,6,False,0,0,0,False,Braintree,MAPC
1438,R05003,4U8,True,1,TR    BLUE LINE,HWY   BEACH ST,NBI,MBT,42,24,30.6936,70,59,33.4391,16,3,8900,1997,10.4,8,11.2523,15.87489,7,False,0,0,0,False,Revere,MAPC
1439,R05057,4U9,True,0.777777778,TR    BLUE LINE,HWY   SHIRLEY AVE,NBI,MBT,42,24,26.046,70,59,32.7372,17,3,3300,1997,13.4,0,13.4,18.7,7,False,0,0,0,False,Revere,MAPC
1440,M25007,4UA,True,0.740740741,TR    RED HIGH SPEED LN,HWY   ADAMS ST,NBI,MBT,42,16,13.2888,71,4,5.0627,14,4,26600,2012,57.2,16,24.2,64,7,True,0,0,0,False,Milton,MAPC
1441,Q01003,4UB,True,-1,TR    RED LINE SSH,HWY   W SQUANTM ST,NBI,MBT,42,16,29.5859,71,1,44.9867,16,4,11700,2013,13.4,5,43.7,19.1,6,False,0,0,0,False,Quincy,MAPC
1442,Q01004,4UC,True,1,TR    RED LINE SSH,HWY   BEALE ST,NBI,MBT,42,15,56.4984,71,1,9.8184,16,4,25600,2012,17.1,6,18.3,22,6,False,0,0,0,False,Quincy,MAPC
1443,Q01008,4UD,True,0.740740741,TR    RED LINE SSH,HWY   SCHOOL ST,NBI,MBT,42,14,37.4819,71,0,15.498,16,4,12114,1997,13.4,19,35.4,17.7,6,False,0,0,0,False,Quincy,MAPC
1444,Q01005,4UE,True,-1,TR    RED LINE SSH,HWY   ADAMS ST,NBI,MBT,42,15,21.9059,71,0,33.6059,14,4,15800,2013,16.9,40,21.3,21.2,4,False,0,0,0,True,Quincy,MAPC
1445,Q01006,4UF,True,0.740740741,TR    RED LINE SSH,HWY   DIMMOCK ST,NBI,MBT,42,15,11.7504,71,0,22.9787,17,2,3000,1997,13.4,8,22.3,17.8,7,False,0,0,0,False,Quincy,MAPC
1446,Q01007,4UG,True,0.777777778,TR    RED LINE SSH,HWY   GRANITE ST,NBI,MBT,42,14,55.9248,71,0,13.5431,14,4,8200,1997,21.9,49,24.7,29.9,7,False,0,0,0,False,Quincy,MAPC
1447,Q01020,4UH,True,0.740740741,COMB  BRGN PKY&MBTA&REDS,HWY   WATER ST,NBI,MBT,42,14,28.3164,71,0,18.3203,16,4,28100,2013,14.6,43,60.4,19.1,7,False,0,0,0,False,Quincy,MAPC
1448,B27001,4UJ,True,-1,TR    GREEN LINE D,HWY   CHSTNT HL AV,NBI,MBT,42,20,5.6976,71,8,57.7823,16,4,14100,1997,14.3,30,12.5,64.6,6,False,0,0,0,False,Brookline,MAPC
1449,B27002,4UK,True,0.962962963,TR    GREEN LINE D,HWY   DEAN RD,NBI,MBT,42,20,15.8495,71,8,31.146,17,2,3000,1997,9.1,14,19.8,16.1,9,False,22,29,41,False,Brookline,MAPC
1450,B27003,4UL,True,-1,TR    GREEN LINE D,HWY   SUMNER RD,NBI,MBT,42,19,54.3539,71,7,52.6728,17,2,3000,1997,10.1,0,11,15.4,5,False,0,0,0,False,Brookline,MAPC
1451,B27004,4UM,True,0.777777778,TR    GREEN LINE D,HWY   CYPRESS ST,NBI,MBT,42,19,52.4567,71,7,32.9663,16,2,18400,2012,10.1,14,12.5,15.7,7,False,0,0,0,False,Brookline,MAPC
1452,B27005,4UN,True,-1,TR    GREEN LINE D,HWY   WASHNGTON ST,NBI,MBT,42,19,55.5275,71,7,5.1455,14,5,24300,2012,21,0,9.8,27.5,5,False,0,0,0,False,Brookline,MAPC
1453,B27006,4UP,True,1,TR    GREEN LINE D,HWY   ASPINWALL AV,NBI,MBT,42,20,7.9583,71,6,47.2392,16,2,8200,1997,10.1,4,12.5,15.7,6,False,0,0,0,False,Brookline,MAPC
1454,B27007,4UQ,True,1,TR    GREEN LINE D,HWY   LONGWOOD AVE,NBI,MBT,42,20,25.6271,71,6,39.6359,16,3,8200,1997,10.7,0,9.4,18.3,6,False,0,0,0,False,Brookline,MAPC
1455,M01006,4UR,True,0.9447,COMB  MBTA/BMRR & ORANGE,HWY   CLIFTON ST,NBI,MBT,42,25,55.5276,71,4,19.6571,17,2,3000,1997,10.1,15,18.6,15.5,6,False,0,0,0,False,Malden,MAPC
1456,B16494,AAG,True,-1,TR    RED HSL,HWY   CEDAR GROVE,NBI,MBT,42,16,42.3119,71,3,34.9955,8,2,0,2013,4.4,10,8.6,6.7,5,False,0,0,0,False,Boston,MAPC
1457,B16495,AAH,True,-1,TR    GREEN LINE D,HWY   MINER ST,NBI,MBT,42,20,46.284,71,6,10.1267,9,2,1500,2013,7.3,0,12.8,8.1,6,False,0,0,0,False,Boston,MAPC
1458,B16496,AAJ,True,0.777777778,TR    ORANGE LINE,HWY   W NEWTON ST,NBI,MBT,42,20,38.8932,71,4,48.0324,16,2,24209,1997,16.8,4,112.5,24.4,7,False,0,0,0,False,Boston,MAPC
1459,B16063,4V3,True,1,TR    GREEN LINE D,HWY   PARK DR,NBI,MBT,42,20,43.0908,71,6,15.9407,14,4,20300,2012,18.3,16,27.7,31.7,6,True,0,0,0,False,Boston,MAPC
1460,B16080,4V5,True,0.5163,COMB  AMTRAK/MBTA,HWY   SHAWMUT AVE,NBI,MUN,42,20,49.6931,71,3,56.8728,16,3,8700,2011,14,5,67.1,18.9,5,False,0,0,0,False,Boston,MAPC
1461,B16083,4V6,True,-1,COMB  AMTRAK/MBTA & ORNG,HWY   BERKELEY ST,NBI,MBT,42,20,51.7812,71,4,16.7375,14,4,19900,1997,17.1,20,78.6,25.1,6,False,0,0,0,False,Boston,MAPC
1462,B16085,4V7,True,-1,TR    ORANGE LINE,HWY   DARTMOUTH ST,NBI,MBT,42,20,51.7308,71,4,34.2227,16,4,8900,1997,16.8,99,94.4488,25.1,6,False,0,0,0,False,Boston,MAPC
1463,B16088,4V8,True,0.740740741,COMB  AMTRAK/MBTA & ORNG,HWY   RUGGLES ST,NBI,MBT,42,20,8.4804,71,5,25.1916,16,4,8900,1997,14,6,33.223,20.103998,7,False,0,0,0,False,Boston,MAPC
1464,B16089,4V9,True,-1,COMB  AMTRAK/MBTA & ORNG,HWY   PRENTISS ST,NBI,MBT,42,20,0.6504,71,5,34.8935,19,2,700,1997,7.9,2,24.7,13.6,6,False,0,0,0,False,Boston,MAPC
1465,B16092,4VA,True,0.98,COMB  AMTRAK/MBTA & ORNG,HWY   TREMONT ST,NBI,MBT,42,19,53.5727,71,5,42.738,16,4,8900,1997,14,25,38.009,26.2,5,False,0,0,0,False,Boston,MAPC
1466,B16094,4VB,True,0.740740741,COMB  AMTRAK/MBTA & ORNG,HWY   HEATH ST,NBI,MBT,42,19,30.1403,71,5,55.8455,16,2,8900,1997,11,4,25.9,15.8,6,False,0,0,0,False,Boston,MAPC
1467,B16095,4VC,True,-1,COMB  AMTRAK/MBTA & ORNG,HWY   CENTRE ST,NBI,MBT,42,19,22.0476,71,6,0.1044,16,4,8900,1997,14,20,34.4,20.1,6,False,0,0,0,False,Boston,MAPC
1468,B16096,4VD,True,0.740740741,COMB  AMTRAK/MBTA & ORNG,HWY   ATHERTON ST,NBI,MBT,42,19,9.426,71,6,10.3392,19,2,700,1997,7.9,11,27.7,12.2,6,False,0,0,0,False,Boston,MAPC
1469,B16097,4VE,True,-1,COMB  AMTRAK/MBTA & ORNG,HWY   BOYLSTON ST,NBI,MBT,42,19,1.308,71,6,15.5088,17,2,3300,1997,7.9,13,32.9,17.1,6,False,0,0,0,False,Boston,MAPC
1470,B16098,4VF,True,1,COMB  AMTRAK/MBTA & ORNG,HWY   GREEN ST,NBI,MBT,42,18,38.394,71,6,26.3951,17,2,3300,1997,7.9,4,31.1,15.2,6,False,0,0,0,False,Boston,MAPC
1471,B16099,4VG,True,1,COMB  AMTRAK/MBTA & ORNG,HWY   WILLIAMS ST,NBI,MBT,42,18,27.2556,71,6,33.7535,19,2,700,1997,7.9,6,29.9,12.9,7,False,0,0,0,False,Boston,MAPC
1472,B16100,4VH,True,0.740740741,COMB  AMTRAK/MBTA & ORNG,HWY   MCBRIDE ST,NBI,MBT,42,18,21.9419,71,6,37.134,17,2,3300,1997,7.9,6,28.2,12.9,7,False,0,0,0,False,Boston,MAPC
1473,B16101,4VJ,True,-1,COMB  AMTRAK/MBTA & ORNG,HWY   MOR-WASH ST,NBI,MBT,42,18,6.6204,71,6,47.4515,19,2,111,1997,9.8,0,48.8,25.6,5,False,0,0,0,False,Boston,MAPC
1474,B16127,4VK,True,1,COMB  AMTRAK & RED LINE,HWY   SOHAMPTN ST,NBI,MBT,42,19,47.874,71,3,33.6024,14,4,33800,2012,14,19,24.6,19.8,5,False,0,0,0,False,Boston,MAPC
1475,B16128,4VL,True,-1,TR    AMTRAK & RED LINE,HWY   BOSTON ST,NBI,MBT,42,19,39.73,71,3,30.53,16,2,15300,2012,12.2,38,23.8,18.9,6,False,0,0,0,False,Boston,MAPC
1476,B16129,4VM,True,-1,COMB  MBTA & RED LN,HWY   DORCHSTR AVE,NBI,MBT,42,19,35.6952,71,3,24.912,14,2,11800,2012,12.2,47,29.9,18.3,4,False,0,0,0,True,Boston,MAPC
1477,B16137,4VN,True,0.777777778,COMB  MBTA&REDS&FRKLN ST,HWY   REDFIELD ST,NBI,MBT,42,17,17.2031,71,2,28.0788,19,2,700,1997,10.4,10,25.96896,15.1638,7,False,0,0,0,False,Boston,MAPC
1478,B16145,4VP,True,1,TR    RED LINE MATT CONN,HWY   ADAMS ST,NBI,MBT,42,16,42.6,71,3,36.28,16,2,21000,2013,10.4,53,17.8,15.2,6,False,0,0,0,False,Boston,MAPC
1479,B16147,4VQ,True,-1,TR    RED HSL,HWY   MEDWAY ST,NBI,MBT,42,16,15.94,71,3,54.06,19,2,800,2012,7.9,7,26,12.8,7,False,0,0,0,False,Boston,MAPC
1480,B16213,4VR,True,-1,TR    BLUE LINE,HWY   BYRON ST,NBI,MBT,42,22,53.8103,71,0,54.1439,19,2,1200,2012,10.4,18,21.6,15.2,6,False,0,0,0,False,Boston,MAPC
1481,B16214,4VT,True,-1,TR    BLUE LINE,HWY   SARATOGA ST,NBI,MBT,42,23,11.2271,71,0,21.78,16,4,34400,2012,15.8,40,29.3,23.6,6,False,0,0,0,False,Boston,MAPC
1482,B16215,4VU,True,-1,TR    BLUE LINE,HWY   BNNINGTN ST,NBI,MBT,42,23,18.3587,71,0,0.8424,16,4,17300,2012,18.3,65,30.2,24.4,6,False,0,0,0,False,Boston,MAPC
1483,B16261,4VV,True,1,TR    RED LINE,HWY   SAVIN HLL AV,NBI,MBT,42,18,40.7987,71,3,11.4156,17,2,6700,2013,10.7,14,25.2,15.9,6,False,0,0,0,False,Boston,MAPC
1484,B16385,4VW,True,-1,COMB  AMTRAK/MBTA & ORNG,HWY   CEDAR ST,NBI,MBT,42,19,42.1104,71,5,51.0251,19,2,10183,1996,7.9,6,30.8,13.5,6,False,0,0,0,False,Boston,MAPC
1485,B16386,4VX,True,0.740740741,COMB  AMTRAK/MBTA & ORNG,HWY   MINTON RD,NBI,MBT,42,18,52.6103,71,6,19.1447,19,2,10183,1996,7.9,5,25.6,13,6,False,0,0,0,False,Boston,MAPC
1486,B16387,4VY,True,1,COMB  AMTRAK/MBTA & ORNG,HWY   GORDON ST,NBI,MBT,42,18,36.3995,71,6,27.6912,17,2,10183,1996,7.9,0,33.5,12.9,6,False,0,0,0,False,Boston,MAPC
1487,B16388,4W0,True,0.9854,RR    AMTRAK/MBTA,HWY   UKRAINE WAY,NBI,MBT,42,17,53.4876,71,6,56.07,19,4,111,1997,15.8,0,24.1,23.1,7,False,0,0,0,False,Boston,MAPC
1488,M01005,4UT,True,0.9841,COMB  MBTA/BMRR & ORANGE,HWY   MOUNTAIN AVE,NBI,MBT,42,25,47.5247,71,4,23.0627,17,2,3000,1997,9.1,30,28.8036,16.12392,7,False,0,0,0,False,Malden,MAPC
1489,B16558,A9X,True,0.740740741,HWY   RAMP S-A,HWY   RAMP T-A,NBI,MPA,42,22,10,71,1,40,8,1,7500,2001,7.3,0,131.8,8.5,7,False,0,0,0,False,Boston,MAPC
1490,B16558,A8U,True,-1,HWY   RELIEF,HWY   RAMP T-A/D,NBI,MPA,42,22,10,71,1,40,8,2,14400,2001,13.6,0,108.6,14.6,7,False,0,0,0,False,Boston,MAPC
1491,B16561,A99,True,-1,HWY   ARRIVAL ROADWAY,HWY   RAMP 1A-D,NBI,MPA,42,22,0,71,1,20,16,3,10600,2001,13,0,150.9,14.2,6,False,0,0,0,False,Boston,MAPC
1492,B16562,A87,True,0.814814815,HWY   RAMP 1A A/D,HWY   RAMP E-T,NBI,MPA,42,22,10,71,1,40,19,3,13360,2001,17.7,99,156.2,18.9,7,False,0,0,0,False,Boston,MAPC
1493,B16564,A8G,True,0.777777778,HWY   RELIEF,HWY   RAMP U-D,NBI,MPA,42,22,10,71,1,40,19,1,9400,2001,7.3,0,135.8,8.5,7,False,0,0,0,False,Boston,MAPC
1494,W13023,A7V,True,0.9368,ST  9 WORCESTER ST,I  95 SB/ST128 SB,NBI,DOT,42,19,0.0408,71,14,3.0948,11,4,87200,2013,19.9,30,43.9,22.2,5,True,0,0,0,False,Wellesley,MAPC
1495,B16563,A8K,True,0.777777778,HWY   RAMP S-A,HWY   RAMP U-A,NBI,MPA,42,22,10,71,1,40,19,1,13000,2001,7.3,0,124.5,8.5,7,False,0,0,0,False,Boston,MAPC
1496,B16559,A9B,True,1,"HWY   RAMP T/U-A, S-A",HWY   RAMP T-D,NBI,MPA,42,22,3.2016,71,1,36.9047,19,2,69000,2001,10.4,99,86.8,11.6,9,False,0,0,0,False,Boston,MAPC
1497,B16562,A9T,True,0.777777778,HWY   ACCESS ROAD,HWY   RAMP E-T,NBI,MPA,42,22,10,71,1,40,19,3,13360,2001,17.7,99,45.4,19,7,False,0,0,0,False,Boston,MAPC
1498,B16559,A9D,True,0.740740741,HWY   RAMP S-A,HWY   RAMP T-D,NBI,MPA,42,22,10,71,1,40,17,1,69000,2001,7.3,0,116.3,8.5,7,False,0,0,0,False,Boston,MAPC
1499,R05009,A96,True,1,WATER DIAMOND CREEK,ST107 BROADWAY,NBI,DOT,42,25,41.83,70,59,57.66,14,4,26300,2013,0,0,20.0152,23.9776,8,True,0,0,0,False,Revere,MAPC
1500,S05003,A84,True,1,WATER E BR PINES RIVER,ST107 SALEM TNPK,NBI,DOT,42,26,10.75,70,59,36,14,4,26300,2013,0,0,20.0152,23.9776,8,True,0,0,0,False,Saugus,MAPC
1501,M06003,A4V,True,1,WATER ASSABET RIVER,HWY   ROBIN HLL ST,NBI,MUN,42,20,47.5368,71,36,52.4622,17,2,2600,2014,8,10,22.85,10.543,8,False,0,0,0,False,Marlborough,MAPC
1502,B16564,A1Q,True,0.740740741,HWY   RAMP T-U-A,HWY   RAMP U-D,NBI,MPA,42,22,10,71,1,40,17,1,9400,2001,6.7,0,155,7.9,6,False,0,0,0,False,Boston,MAPC
1503,W31005,4W5,True,0.9848,RR    MBTA/CSX,I  95 NB/US1SB,NBI,DOT,42,13,32.9735,71,10,38.5715,11,4,153000,2013,23.4,58,50.8,24.8,7,True,0,0,0,False,Westwood,MAPC
1504,D05048,AXG,True,1,HWY   UNIVERSITY AVE,I  95 /ST128,NBI,DOT,42,12,45.3492,71,8,56.5188,11,9,160200,2013,49.4,16,41.1,51.6,7,True,0,0,0,False,Dedham,MAPC
1505,H23003,AXF,True,1,WATER SUDBURY RIVER,HWY   CEDAR ST EXT,NBI,MUN,42,15,53.0172,71,32,10.7046,19,2,1950,2013,6.1,0,13.6,6.9,8,False,0,0,0,False,Hopkinton,MAPC
1506,B16017,4WU,True,0.9472,US  1 NB/BOS LOWR B11-32,US  1 SB/BS U11-32,NBI,DOT,42,22,42.8699,71,3,11.5523,12,3,30500,2013,11,0,631.6,12.7,6,True,0,0,0,False,Boston,MAPC
1507,B16017,4WV,True,0.9712,HWY   CHRLTWN LOCAL STS,US  1 NB/ LO DECK,NBI,DOT,42,22,38.7047,71,3,15.4512,12,3,63100,2011,11,0,576.7,12.7,7,True,0,0,0,False,Boston,MAPC
1508,B16017,4WW,True,0.9466,HWY   CHELSEA STREET,US  1 NB/L MYSTC L,NBI,DOT,42,22,48.6335,71,3,6.1847,12,3,46000,2013,11,0,133.8,12.7,6,True,0,0,0,False,Boston,MAPC
1509,B16017,4WX,True,0.9538,US  1 NB/LIT MYSTIC LOWR,US  1 SB/L MYSTC U,NBI,DOT,42,22,48.6335,71,3,6.1847,12,3,30500,2013,11,0,133.8,12.7,7,True,0,0,0,False,Boston,MAPC
1510,B16017,4WY,True,0.9098,HWY   CHELSEA LOCAL STRE,US  1 NB/LOW DECK,NBI,DOT,42,23,24.2088,71,2,30.2711,12,3,46000,2013,11,0,862.3,12.7,5,True,0,0,0,True,Boston,MAPC
1511,B16017,4X0,True,0.9137,US  1 NB/CHEL LWR DECK,US  1 SB/UPPR DECK,NBI,DOT,42,23,25.7496,71,2,27.672,12,3,30500,2013,11,0,1020.8,12.7,5,True,0,0,0,True,Boston,MAPC
1512,B16017,4X1,True,0.6865,OTHER RELIEF,"US  1 NB,LOWR DECK",NBI,DOT,42,22,54.8508,71,3,0.5867,12,3,46000,2013,11,0,326.7,12.7,7,True,0,0,0,False,Boston,MAPC
1513,B16017,4X2,True,0.6792,US  1 NB/TOLL PLAZA LOWR,US  1 SB/TOLL UPPR,NBI,DOT,42,22,54.8508,71,3,0.5867,12,3,30500,2013,11,0,326.7,12.7,6,True,0,0,0,False,Boston,MAPC
1514,B16017,4X3,True,0.7366,WATER MYSTIC RIVER,US  1 NB/LOWR DECK,NBI,DOT,42,23,6.378,71,2,50.2331,12,3,46000,2013,11,0,464.5,12.7,7,True,0,0,0,False,Boston,MAPC
1515,B16017,4X4,True,0.7367,US  1 NB/BIG MYSTIC LOWR,US  1 SB/B MYSTC U,NBI,DOT,42,23,6.378,71,2,50.233,12,3,30500,2013,11,0,464.5,12.7,6,True,0,0,0,False,Boston,MAPC
1516,B16197,4X5,True,-1,HWY   NORTHERN AVE,HWY   VIADUCT ST,NBI,MPA,42,20,59.91,71,2,29.904,19,2,700,1997,11,0,34.5,18.5,6,False,0,0,0,False,Boston,MAPC
1517,D05004,AX9,True,1,WATER CHARLES RIVER,ST109 BRIDGE ST,NBI,DOT,42,15,15.2207,71,10,52.0212,14,2,14900,2014,10,99,326,11,8,True,0,0,0,False,Dedham,MAPC
1518,F06029,AX8,True,0.9705,US  1 WASHINGTON ST,HWY   RAMP A,NBI,DOT,42,5,20.6339,71,16,20.1035,19,1,1170,2014,0,0,60,12.4,7,False,0,0,0,False,Foxborough,MAPC
1519,F06028,AX7,True,0.9892,HWY   NORTH ENTRANCE DR,US  1 NB/WASHGNTON,NBI,DOT,42,5,50.18,71,15,54.83,2,2,12800,2014,12.2,0,59.6,14.55,7,True,0,0,0,False,Foxborough,MAPC
1520,P03007,AX6,True,1,OTHER PED BIKE PATH,HWY   JOHNSON ST,634,DOT,42,32,37.6,70,59,41.12,17,2,5800,2015,6.4,0,8.5,9.1,8,False,0,0,0,False,Peabody,MAPC
1521,W04008,AL5,True,1,WATER STONY BROOK,HWY   SOUTH ST,NBI,MUN,42,21,16.1423,71,15,47.9736,16,2,9698,2011,9.1,6,20.1,12.8,7,False,0,0,0,False,Waltham,MAPC
1522,W01001,AL9,True,1,RR    MBTA/BMRR,HWY   MERIAM ST,634,DOT,42,29,23.442,71,4,10.0271,19,2,1700,2013,7.9,0,14,10.4,7,False,0,0,0,False,Wakefield,MAPC
1523,C19005,ALP,True,1,WATER SUDBURY RIVER,ST117 FITCHBRG TPK,NBI,DOT,42,25,12.5111,71,21,52.6355,16,2,11700,2013,9.4,0,28,10.845,N,False,0,0,0,False,Concord,MAPC
1524,M06021,AM0,True,0.9988,I 495 & RAMP B,I 495 NB OFF RAMP,NBI,DOT,42,19,20.3735,71,34,19.0307,17,1,10000,2013,6.7,99,220.1,7.8,7,False,0,0,0,False,Marlborough,MAPC
1525,M06022,AM2,True,0.9946,I 495 & RAMP D,I 495 NB ON RAMP,NBI,DOT,42,19,13.7634,71,34,15.2652,17,1,10000,2013,6.7,99,175.9,7.8,7,False,0,0,0,False,Marlborough,MAPC
